image_filename,relative_path,subject,year,section,question_no,question_type,correct_answer,marks,negative_marks
EE_2017_S1_EE_001.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_001.png,EE,2017,EE,1,MCQ,C,1,0.33
EE_2017_S1_EE_002.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_002.png,EE,2017,EE,2,MCQ,D,1,0.33
EE_2017_S1_EE_003.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_003.png,EE,2017,EE,3,MCQ,A,1,0.33
EE_2017_S1_EE_004.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_004.png,EE,2017,EE,4,MCQ,A,1,0.33
EE_2017_S1_EE_005.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_005.png,EE,2017,EE,5,MCQ,D,1,0.33
EE_2017_S1_EE_006.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_006.png,EE,2017,EE,6,MCQ,D,1,0.33
EE_2017_S1_EE_007.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_007.png,EE,2017,EE,7,MCQ,D,1,0.33
EE_2017_S1_EE_008.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_008.png,EE,2017,EE,8,MCQ,C,1,0.33
EE_2017_S1_EE_009.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_009.png,EE,2017,EE,9,MCQ,A,1,0.33
EE_2017_S1_EE_010.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_010.png,EE,2017,EE,10,MCQ,B,1,0.33
EE_2017_S1_EE_011.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_011.png,EE,2017,EE,11,MCQ,D,1,0.33
EE_2017_S1_EE_012.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_012.png,EE,2017,EE,12,MCQ,A,1,0.33
EE_2017_S1_EE_013.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_013.png,EE,2017,EE,13,MCQ,A,1,0.33
EE_2017_S1_EE_014.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_014.png,EE,2017,EE,14,MCQ,B,1,0.33
EE_2017_S1_EE_015.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_015.png,EE,2017,EE,15,MCQ,D,1,0.33
EE_2017_S1_EE_016.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_016.png,EE,2017,EE,16,NAT,Mark to all,1,0
EE_2017_S1_EE_017.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_017.png,EE,2017,EE,17,NAT,0.99 to 1.01,1,0
EE_2017_S1_EE_018.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_018.png,EE,2017,EE,18,NAT,248 to 252,1,0
EE_2017_S1_EE_019.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_019.png,EE,2017,EE,19,NAT,2.9 to 3.1,1,0
EE_2017_S1_EE_020.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_020.png,EE,2017,EE,20,NAT,835 to 842,1,0
EE_2017_S1_EE_021.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_021.png,EE,2017,EE,21,NAT,14 to 14,1,0
EE_2017_S1_EE_022.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_022.png,EE,2017,EE,22,NAT,1.01 to 1.06,1,0
EE_2017_S1_EE_023.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_023.png,EE,2017,EE,23,NAT,4 to 4.1,1,0
EE_2017_S1_EE_024.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_024.png,EE,2017,EE,24,NAT,196 to 200,1,0
EE_2017_S1_EE_025.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_025.png,EE,2017,EE,25,NAT,8.5 to 9.5,1,0
EE_2017_S1_EE_026.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_026.png,EE,2017,EE,26,MCQ,B,2,0.67
EE_2017_S1_EE_027.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_027.png,EE,2017,EE,27,MCQ,A,2,0.67
EE_2017_S1_EE_028.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_028.png,EE,2017,EE,28,MCQ,B,2,0.67
EE_2017_S1_EE_029.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_029.png,EE,2017,EE,29,MCQ,D,2,0.67
EE_2017_S1_EE_030.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_030.png,EE,2017,EE,30,MCQ,B,2,0.67
EE_2017_S1_EE_031.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_031.png,EE,2017,EE,31,MCQ,C,2,0.67
EE_2017_S1_EE_032.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_032.png,EE,2017,EE,32,MCQ,A,2,0.67
EE_2017_S1_EE_033.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_033.png,EE,2017,EE,33,MCQ,D,2,0.67
EE_2017_S1_EE_034.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_034.png,EE,2017,EE,34,MCQ,D,2,0.67
EE_2017_S1_EE_035.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_035.png,EE,2017,EE,35,MCQ,A,2,0.67
EE_2017_S1_EE_036.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_036.png,EE,2017,EE,36,MCQ,D,2,0.67
EE_2017_S1_EE_037.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_037.png,EE,2017,EE,37,MCQ,B,2,0.67
EE_2017_S1_EE_038.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_038.png,EE,2017,EE,38,MCQ,A,2,0.67
EE_2017_S1_EE_039.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_039.png,EE,2017,EE,39,MCQ,B,2,0.67
EE_2017_S1_EE_040.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_040.png,EE,2017,EE,40,MCQ,C,2,0.67
EE_2017_S1_EE_041.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_041.png,EE,2017,EE,41,MCQ,A,2,0.67
EE_2017_S1_EE_042.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_042.png,EE,2017,EE,42,NAT,10 to 10,2,0
EE_2017_S1_EE_043.png,GATE_ESE_Papers/EE/EE/EE_2017_S1_EE_043.png,EE,2017,EE,43,NAT,3 to 3.1,2,0
