image_filename,relative_path,subject,year,section,question_no,question_type,correct_answer,marks,negative_marks
EC_2018_EC_001.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_001.png,EC,2018,EC,1,MCQ,C,1,
EC_2018_EC_002.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_002.png,EC,2018,EC,2,MCQ,B,1,
EC_2018_EC_003.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_003.png,EC,2018,EC,3,MCQ,B,1,
EC_2018_EC_004.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_004.png,EC,2018,EC,4,MCQ,A,1,
EC_2018_EC_005.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_005.png,EC,2018,EC,5,MCQ,C,1,
EC_2018_EC_006.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_006.png,EC,2018,EC,6,MCQ,D,1,
EC_2018_EC_007.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_007.png,EC,2018,EC,7,MCQ,B,1,
EC_2018_EC_008.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_008.png,EC,2018,EC,8,MCQ,B,1,
EC_2018_EC_009.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_009.png,EC,2018,EC,9,MCQ,D,1,
EC_2018_EC_010.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_010.png,EC,2018,EC,10,MCQ,D,1,
EC_2018_EC_011.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_011.png,EC,2018,EC,11,MCQ,D,1,
EC_2018_EC_012.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_012.png,EC,2018,EC,12,MCQ,A,1,
EC_2018_EC_013.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_013.png,EC,2018,EC,13,MCQ,UNKNOWN,1,
EC_2018_EC_014.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_014.png,EC,2018,EC,14,MCQ,D,1,
EC_2018_EC_015.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_015.png,EC,2018,EC,15,MCQ,C,1,
EC_2018_EC_016.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_016.png,EC,2018,EC,16,MCQ,D,1,
EC_2018_EC_017.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_017.png,EC,2018,EC,17,MCQ,C,1,
EC_2018_EC_018.png,GATE_ESE_Papers/EC/EC/EC_2018_EC_018.png,EC,2018,EC,18,MCQ,D,1,
